DateTime,High,Low,Average,Volume BTC
2014-07-18 00:00:00,629.61,618.28,623.34,22875.97
2014-07-19 00:00:00,630.20,621.92,626.57,11857.66
2014-07-20 00:00:00,629.86,620.48,625.20,9496.98
2014-07-21 00:00:00,626.41,617.52,621.65,17698.04
2014-07-22 00:00:00,625.93,618.01,622.37,15928.19
2014-07-23 00:00:00,624.56,617.69,621.30,14509.81
2014-07-24 00:00:00,622.73,594.81,610.52,34963.97
2014-07-25 00:00:00,608.63,594.10,601.52,21237.66
2014-07-26 00:00:00,602.66,592.69,596.84,18269.38
2014-07-27 00:00:00,599.44,592.94,595.90,13019.87
2014-07-28 00:00:00,601.90,574.50,584.93,33386.43
2014-07-29 00:00:00,589.83,580.18,585.20,19955.01
2014-07-30 00:00:00,586.75,564.91,579.23,25541.75
2014-07-31 00:00:00,584.52,567.38,573.09,31637.95
2014-08-01 00:00:00,599.50,581.58,592.07,31485.52
2014-08-02 00:00:00,596.40,569.02,590.40,14774.99
2014-08-03 00:00:00,591.27,578.34,585.31,17020.3
2014-08-04 00:00:00,593.25,583.45,587.67,17239.41
2014-08-05 00:00:00,590.89,581.92,586.78,18695.98
2014-08-06 00:00:00,589.21,581.42,585.55,17990.33
2014-08-07 00:00:00,591.86,581.20,586.01,19344.77
2014-08-08 00:00:00,600.13,587.11,593.25,19256.09
2014-08-09 00:00:00,593.84,585.98,589.20,13586.76
2014-08-10 00:00:00,594.84,586.30,589.84,12584.98
2014-08-11 00:00:00,592.12,572.29,585.97,25764.83
2014-08-12 00:00:00,579.17,565.34,570.86,25682.02
2014-08-13 00:00:00,573.94,531.42,553.80,47859.51
2014-08-14 00:00:00,546.92,488.59,521.23,71017.53
2014-08-15 00:00:00,518.80,486.88,506.48,52752.89
2014-08-16 00:00:00,521.85,486.51,500.15,44300.7
2014-08-17 00:00:00,522.49,483.28,503.26,49437.69
2014-08-18 00:00:00,503.04,431.25,474.03,110954.18
2014-08-19 00:00:00,486.58,454.76,471.92,80541.71
2014-08-20 00:00:00,518.87,488.44,488.09,89863.09
2014-08-21 00:00:00,532.65,508.11,519.55,97842.23
2014-08-22 00:00:00,523.11,501.27,512.59,71740.58
2014-08-23 00:00:00,517.52,490.82,503.95,51086.35
2014-08-24 00:00:00,513.06,494.65,503.44,38536.07
2014-08-25 00:00:00,509.58,497.92,503.49,36856.75
2014-08-26 00:00:00,513.62,499.80,507.53,45235.38
2014-08-27 00:00:00,521.27,508.81,514.70,44641.41
2014-08-28 00:00:00,516.68,505.07,510.88,38701.4
2014-08-29 00:00:00,516.83,503.34,507.96,35095.52
2014-08-30 00:00:00,509.80,500.12,504.38,23113.73
2014-08-31 00:00:00,505.84,474.67,489.75,93641.14
2014-09-01 00:00:00,485.52,470.83,479.36,43625.03
2014-09-02 00:00:00,484.16,469.95,478.01,49349.78
